draw,r,mean_fisher_z
0,0.14014291499791562,0.14107135117821606
1,-0.02724416389346467,-0.027250907506927935
2,0.12442031326340586,0.12506836930448978
3,-0.05118367221637818,-0.05122843905873714
4,0.11723581581143068,0.11777739462208033
5,-0.03083198111126185,-0.030841756428123396
6,-0.028922900010055527,-0.0289309690582737
7,0.16689859132052376,0.16847467887248357
8,0.09846901758431678,0.09878913872716133
9,0.036245058939353585,0.03626094322481787
10,0.0549369262847194,0.054992294336078384
11,0.0769744490756102,0.07712701805826296
12,0.08106508771250934,0.08124336556286076
13,0.07279298661416714,0.07292196922088305
14,-0.016130776454129588,-0.01613217575908803
15,0.022416491699228637,0.022420247587327354
16,0.07180967208751605,0.07193348734145491
17,0.17803890652796145,0.17995666444276398
18,0.19038770661355764,0.19273942699160584
19,-0.030505007693986563,-0.03051447518140134
20,-0.019081926702833787,-0.019084243245538528
21,0.0581273585301394,0.05819295827912818
22,0.040301437559474594,0.04032327812471585
23,-0.06609854954715035,-0.06619506460252551
24,0.0349023506448774,0.03491653339218973
25,0.11317131021270736,0.11365821385312787
26,0.02722395208247305,0.027230680693831444
27,0.19365049288077754,0.19612712569716495
28,0.02801970993646072,0.028027046189408034
29,0.15150535458481584,0.1526807976694564
30,0.030991835745382227,0.031001763957153372
31,0.007660796026707162,0.007660945897062066
32,0.2052279889538094,0.20818436775613805
33,0.09933070925232357,0.09965934206926287
34,0.04797952043376527,0.04801638820491262
35,0.11952121051619537,0.12009527190230554
36,-0.0448395575068327,-0.044869645072318096
37,0.20057722196871047,0.20333389932515336
38,0.06381950184831459,0.063906358299444
39,0.049266144807897254,0.049306061778921204
40,0.17905770948076138,0.18100901593621557
41,0.11427208608036024,0.11477341228195748
42,-0.13874288058907125,-0.13964355396933842
43,0.05727591229385735,0.057338667648061184
44,0.009979616767222962,0.009979948086183363
45,0.14772784540549178,0.14881678710732754
46,0.12976144482530247,0.13049720161638229
47,0.11573859607914457,0.11625957894116365
48,0.19418012705800147,0.19667745396423114
49,0.04413684493171847,0.04416553890103195
50,-0.012643822992397082,-0.012644496830596713
51,0.028478600501363627,0.028486303256318797
52,0.1374754425516512,0.13835147036120637
53,0.09934714607861489,0.0996759427144154
54,0.009343323161793496,0.009343595059537768
55,-0.02400691032584704,-0.02401152390281653
56,0.16623999754019922,0.16779729070678795
57,0.025212596735415163,0.02521794111336608
58,0.10122040272224603,0.10156823035927229
59,0.06251058614410708,0.06259219914246031
60,0.0321795469768233,0.032190661439499675
61,0.15363661021643812,0.1548628477597578
62,-0.0264153650030543,-0.026421511539612773
63,-0.07499377814482894,-0.0751348444765218
64,0.0881445759017243,0.08837392477537172
65,0.1575590922047917,0.1588826577934704
66,0.19352124102237278,0.195992841471679
67,0.12365279482347973,0.12428885799031301
68,-0.04403513118076651,-0.0440636270767846
69,0.14046391315876872,0.14139879509125275
70,0.10635978407457382,0.10676359005223424
71,0.01452729719693533,0.014528319284741003
72,0.09156465585816706,0.0918218462094358
73,0.10789203574340978,0.10831363023848287
74,-0.0015106205561557736,-0.0015106217052231919
75,0.040083560758142234,0.0401050487867701
76,0.05340131157247244,0.053452160111858514
77,0.20797725746408188,0.21105622249483927
78,-0.08666302476944066,-0.08688096803154584
79,0.22809094297548646,0.2321747112293444
80,0.0043058410196407096,0.004305867630417291
81,0.09162806292689393,0.0918857897577164
82,0.039102899313839465,0.039122847541145415
83,0.057587762344199524,0.0576515497161727
84,-0.00012148980676067578,-0.00012148980735839643
85,0.08635953344238557,0.08657518818410678
86,0.10144960916632395,0.10179981489585803
87,0.13421320527690567,0.13502789777112673
88,0.10461701639992585,0.10500121049970415
89,0.2449156913782732,0.24999683938701622
90,0.11177265433370576,0.11224163812375176
91,0.06137519860057428,0.06145243830125181
92,0.14115816921036312,0.14210709517000314
93,-0.015917232473038306,-0.01591857693168692
94,0.01750671152194142,0.01750850036543041
95,0.24816210372400596,0.2534533470244308
96,0.10987286672102567,0.11031822717787976
97,0.17429133189166782,0.17608905678693212
98,0.050708159161437664,0.05075168859541166
99,0.03117373418191393,0.03118383830341074
100,0.1042510943474902,0.1046312535175199
101,0.14605859602033805,0.14711072452387425
102,0.04641582967777788,0.04644920603957645
103,0.09193054016422929,0.0921908365407896
104,0.10628450556237648,0.10668745083191293
105,0.07466955053959926,0.07480879104152316
106,0.026982396255112423,0.026988947292274273
107,0.0606839150161974,0.060758570303363825
108,0.18569825439407572,0.18787806604384155
109,0.15699298071456608,0.15830218792773357
110,-0.02985220441963911,-0.029861076802326213
111,0.06923261968887721,0.06934355313709548
112,0.15245748844375767,0.15365544434137
113,0.04913441846276308,0.04917401579414225
114,-0.00623474436903792,-0.006234825156660811
115,0.09379796778458982,0.09407450908576061
116,0.06413806917515302,0.06422623497543038
117,-0.07089524524254939,-0.07101438110193334
118,0.09860352825170343,0.09892496821721501
119,0.1389839220488909,0.13988933483371943
120,0.14038428986973248,0.1413175701330442
121,-0.10200244914364387,-0.10235843559837951
122,0.054886878335798334,0.05494209502029568
123,0.09190549196804823,0.09216557491107628
124,0.1283524476193591,0.12906433883127305
125,0.002445957390563523,0.0024459622683969534
