draw,r,mean_fisher_z
0,0.08095262519176828,0.08113016013878002
1,0.26338599409912117,0.26974333721850474
2,0.13315084891468926,0.13394621059329515
3,0.1068010071621679,0.10720988275614214
4,0.14783232129645174,0.14892359558369245
5,0.17241079307714313,0.17415025519688038
6,0.03284928443754779,0.032861107712628415
7,0.13941246474259433,0.1403263451055565
8,0.08660141339130868,0.08681889075465389
9,0.15565538553071911,0.15693108657205887
10,0.06772039083064194,0.0678241996872611
11,0.21287808086537868,0.21618412037456572
12,0.1653066420447826,0.16683756099987954
13,0.17320881652471146,0.17497284384639203
14,0.12193240252620538,0.12254212800213816
15,0.12820781904981646,0.12891729046402206
16,0.1752200800128244,0.17704706204147866
17,0.0773165301231397,0.07747114716835643
18,0.14853604736034637,0.14964312142591896
19,0.22266962170338392,0.22646325214696883
20,0.19013954128143445,0.19248194058660614
21,0.07302662692427363,0.07315685816410276
22,-0.001981935606618693,-0.0019819382016845817
23,0.1491487548860904,0.15026971046442944
24,0.2315862621490905,0.23586497613198937
25,0.07475231853597522,0.07489202361920246
26,0.00544914250470147,0.005449196439738294
27,0.01859184148413105,0.018593984059223412
28,0.09067495983120122,0.0909247012890766
29,0.03191852560205624,0.03192937168189138
30,0.13599924590744997,0.13684714693551692
31,0.032141877334156646,0.03215295279434675
32,0.2730469086246707,0.2801532474311558
33,0.1598859327812042,0.16126963426489027
34,0.17225834821929686,0.17399314426916188
35,0.07656017388941004,0.07671028697797766
36,0.2702470889322209,0.2771303599432501
37,0.14835002607779407,0.14945290874254064
38,0.10122521318046551,0.10157309061595808
39,0.10045221650731459,0.10079215297981985
40,0.13408933729163142,0.13490175973448212
41,0.057691748291074436,0.05775588229157679
42,0.15156401146770326,0.15274083313229694
43,0.1544239567308398,0.15566932833625796
44,0.08546269522909541,0.08567168137809497
45,0.09648729191107087,0.09678840138649873
46,0.09573482567037804,0.09602891951973219
47,0.062002455127840445,0.06208209099997599
48,0.08988179387478884,0.09012501772007149
49,0.07183672175175522,0.07196067726687327
50,0.07320950192064998,0.07334071611180269
51,0.08947613159845591,0.08971606652304728
52,0.14088658522255545,0.14183000051276354
53,0.13826912121441343,0.1391605282621406
54,0.10545423881191203,0.10584777264588865
55,0.20980257309015232,0.21296482041133707
56,0.1487490569326544,0.14986094369688285
57,0.030701823126770198,0.030711475118864566
58,0.06498662772127567,0.06507834542282215
59,0.12260480815655833,0.12322473842057326
60,0.20741060590942192,0.21046402545438578
61,0.21156934785923648,0.2148136632476535
62,0.08569171746451164,0.08590239322311326
63,0.11699141228513232,0.11752959233781787
64,0.031209278302579423,0.03121941703898982
65,0.22152942228695988,0.22526389021098328
66,0.21008212401352702,0.21325726088164093
67,0.16841327370145567,0.17003316840718122
68,0.07667708974298051,0.07682789322915586
69,0.02570124928124893,0.02570691054800709
70,0.2542280872306063,0.259927892950644
71,0.22008281187408346,0.2237431345155023
72,0.11908749317082408,0.11965529208441925
73,0.17181410254468318,0.17353534947962207
74,0.08987710364840677,0.09012028929598875
75,0.16962595429714392,0.17128151137372605
76,0.059197311893877384,0.05926660645952178
77,0.18980326369111847,0.19213307265091353
78,0.07894624784425788,0.07911087500274493
79,0.11899998433127183,0.11956652529407262
80,0.26354469555411375,0.2699138764845134
81,0.07925215772630063,0.07941871091926572
82,0.13485804591101966,0.13568462508541093
83,0.09199349728316533,0.09225433063007876
84,0.2152991555920021,0.2187214944194972
85,0.06837845543602686,0.06848532580954239
86,0.0029988991045662005,0.0029989080947102884
87,0.06069324563228914,0.06076793541212312
88,0.2335432441520643,0.23793385720171353
89,0.11635617154289496,0.11688558484444764
90,0.1092691766362272,0.10970720121271785
91,0.05657030155041863,0.05663076309414545
92,0.1596896014493341,0.16106815883534142
93,0.11238471727169733,0.11286148740047136
94,0.12309891890029762,0.12372642085764811
95,0.18152142777927904,0.18355550770090073
96,0.17137886608027908,0.1730869085042688
97,0.10030711280468582,0.10064557231888593
98,0.22054824551628144,0.2242323123374591
99,0.19721519248928138,0.1998333867744861
100,0.03297404552334984,0.032986004083555946
101,0.12241345485631686,0.12303046943611638
102,0.04138143761904649,0.041405082765190095
103,0.10739911982739837,0.10781493565327831
104,0.10224952579616634,0.10260811635190441
105,0.05501030796489084,0.055065898455187084
106,0.07468179679146325,0.07482110596703048
107,0.01828172423229905,0.018283761355563206
108,0.05844532649432048,0.058512010160263465
109,0.0792974590121618,0.0794642987013344
110,-0.0017738525933256196,-0.001773854453836212
111,0.14787487406701225,0.14896709937704142
112,0.08045050096973075,0.08062474426249656
113,0.1997635250687404,0.20248623813060948
114,0.23690667974023796,0.24149429896224442
115,0.04428908997191881,0.044318082130974414
116,0.2223020027452933,0.22607648840278285
117,0.08981682193291293,0.09005951699751107
118,0.11135100623188442,0.11181467602710884
119,0.08734340122970166,0.08756653395078368
120,0.16289106580682194,0.1643551355928343
121,0.06630370426572181,0.0664011223884604
122,0.20331924696033926,0.206192509361144
123,0.10255247841212459,0.10291427938522628
124,0.2331885948633401,0.2375587814109694
125,0.25044037313203543,0.25588259842675537
126,0.05204181325268702,0.052088872235022864
127,0.1398633486576314,0.14078619553526509
128,0.037565399115129336,0.037583084344538685
129,0.04470705723860778,0.044736878653822254
130,0.06367224252120708,0.063758498136939
131,0.17466323137998874,0.17647263323799
132,0.16636244050103408,0.16792321627739815
133,0.13835441058898615,0.13924748105629453
134,0.1040627297784191,0.1044408230318243
135,0.1232525501838927,0.12388241898597793
136,0.1731972518033942,0.17496092146199518
137,0.18039064707973154,0.18238644582656766
138,0.11426968172741064,0.11477097611798086
139,0.10796948777468553,0.10839199514647893
140,0.12039081551588347,0.1209775727808584
141,0.10438453117940644,0.10476615841251087
142,0.12621583117072124,0.12689253556975502
143,0.15260729861337846,0.15380882304021656
144,0.23800371600218426,0.24265688791292042
145,0.15622919794676027,0.15751920076584133
146,0.17441529393237729,0.17621690530485912
147,0.1371690373739667,0.13803917612430086
148,0.12385269789963144,0.12449187014601742
149,0.11198703128529516,0.11245873246765908
150,0.19430355749610817,0.19680572401796612
151,0.18121042038098562,0.1832339221951805
152,0.1208469120334493,0.12144040298200114
153,0.1368748943735344,0.13773940491128217
154,0.09286170340345341,0.0931300176802858
155,0.1025025083166043,0.10286377842935883
156,0.1037010923321916,0.10407524041437348
157,0.06944934066921701,0.0695613211844299
158,0.12061913442692608,0.12120925607003305
