draw,r,mean_fisher_z
0,0.13476174000013277,0.13558653654197067
1,0.17959747567353979,0.18156671690712772
2,0.18336127731114618,0.18545870549105675
3,0.10513274817766298,0.10552267777295839
4,-0.014188125139852686,-0.014189077291746241
5,0.0269901549664336,0.02699671165806531
6,0.10220815401168468,0.10256630763557184
7,-0.02012728627793847,-0.020130004844657573
8,0.09343291745666087,0.09370623122123015
9,0.18752770037809133,0.18977352071061573
10,0.23742831831771616,0.24204702767336808
11,0.125211458479051,0.12587203487494142
12,0.13779890041536988,0.1386811741333044
13,0.2437691432341299,0.2487774921210825
14,0.011289227814882011,0.011289707443035934
15,0.14867566957305506,0.14978589664413416
16,0.1558741086512617,0.1571552484563691
17,0.07533156017816808,0.07547454562997662
18,0.02930559959525589,0.029313993314669808
19,0.1261949757206475,0.12687134256160343
20,0.18140303054391035,0.18343307906919845
21,0.08090598962930104,0.0810832171205275
22,0.23837046748703408,0.24304569778913923
23,0.3081327422809357,0.31848094934024296
24,0.10235136528099638,0.10271103289770638
25,0.0947530236381632,0.09503812954772703
26,0.1565819432873282,0.1578807915995333
27,0.09459218613285071,0.09487583743372002
28,0.23111523105387177,0.23536730826463875
29,0.09771708889154564,0.09802990445748286
30,0.033953173702088855,0.033966230010858675
31,0.017589367669644983,0.017591181973634122
32,0.011559285693259784,0.011559800573894375
33,0.3590025630007136,0.3757404208119066
34,0.11975577427842495,0.12033324181685486
35,0.2195428403011699,0.22317574813318997
36,0.15959516314015748,0.16097125075681565
37,-0.016271700741282355,-0.016273137046011542
38,0.004988558820936527,0.004988600202845614
39,0.04712154901593679,0.047156472418384145
40,0.030384903177818764,0.03039425923749372
41,-0.0500359572312607,-0.05007777669311235
42,0.030163927616315696,0.030173080956295138
43,0.17275249877052007,0.17450245083860882
44,0.1941414349067858,0.19663724603817326
45,0.036032317514228134,0.03604792359422757
46,0.11491410583027686,0.11542397496985597
47,0.05527907406352146,0.05533548434916571
48,0.1093569498977346,0.10979603599177919
49,0.17770061680006696,0.1796073223474212
50,0.10613141419063987,0.10653261286737645
51,0.1688682948359611,0.17050150902396494
52,0.10175567858758114,0.10210907686096955
53,0.01445250036050696,0.014453506740847982
54,0.043833823958401776,0.04386193053133255
55,0.16061790573092363,0.1620209002718241
56,0.01177122960460182,0.011771773330909188
57,0.15510348812107178,0.1563655351695477
58,0.04387142422635001,0.04389960324589845
59,0.03367625079764753,0.03368899009888406
60,-0.016154563141702737,-0.016155968646750687
61,0.02270153327902273,0.02270543430315535
62,-0.10037762850263261,-0.1007168052319557
63,0.1367374083058958,0.1375992965867869
64,0.1439764367583867,0.14498383578707513
65,0.15831561380732637,0.15965853302966207
66,-0.03052990330528733,-0.030539393999975167
67,0.02486536500139021,0.0248704915421371
68,0.19057850319739114,0.1929374070475068
69,0.35313222791734045,0.3690177250126111
70,-0.07107609970792568,-0.07119615150262891
71,0.15944317148829973,0.16081529048260365
72,0.09431333259944394,0.0945944737620171
73,0.052720806698668195,0.05276973385668073
74,0.24318544092790004,0.24815700667615012
75,0.039318185172720864,0.039338464905365564
76,0.0853111788209598,0.08551905216087047
77,0.15299770752470426,0.15420856538314986
78,0.06955116974993514,0.06966364451614099
79,0.22326123990860894,0.22708582047669382
80,0.032496074505095424,0.03250752032053459
81,0.15100763020594787,0.1521714194561402
82,0.24163391252427735,0.24650861428133758
83,0.10892023746014452,0.1093540590567355
84,0.044663055596234964,0.04469278897518832
85,0.21320331066142564,0.21652481296318551
86,0.17577609291082008,0.1776207441223307
87,0.07644120069696013,0.07659061341317923
88,0.25678454204554274,0.2626629004713441
89,0.17649651600308433,0.17836423325608064
90,0.15804208223428967,0.1593779819120016
91,0.20762871162873253,0.21069194645803213
92,0.09765068409050232,0.09796285990782222
93,-0.007804713202323861,-0.007804871679040465
94,0.05354308870912167,0.05359434379115717
95,0.05232355545944362,0.052371383731668816
96,0.22442447649967232,0.22831041637820232
97,0.10029468186647685,0.10063301505117306
98,0.06894088025937027,0.0690504145611962
99,0.04003279395675769,0.040054200391111384
100,0.007718800447635677,0.007718953748184931
101,0.18954822415828904,0.19186851516130696
102,0.03893085418370074,0.038950540104095085
103,0.1290863215590706,0.1298105769879318
104,0.1298775099633404,0.1306152563422745
105,0.13769526498759624,0.13857553426727195
106,0.06717625015995757,0.0672775722437671
107,0.0461501852536233,0.046182991350891205
108,0.09805821610083389,0.09837433197210615
109,0.13773109203091424,0.13861205390253847
110,0.151538317543186,0.1527145352033775
111,0.21884392200459665,0.2224415549469795
112,0.28294348097258615,0.2908788234071199
113,0.04104644778838025,0.04106952295313435
114,0.12782878271968015,0.1285319387204864
115,-0.04278805945232365,-0.042814200557697434
116,0.10832279933973675,0.10874948780237229
117,0.07272075972605682,0.07284935796048861
118,0.002372973299602417,0.002372977753690153
119,0.21961168896549796,0.22324808443255945
120,0.1540618236976957,0.15529836987442747
121,0.017711255494876656,0.017713107782990935
122,0.23700544651093647,0.24159894120404224
123,0.20169318911144368,0.20449691691699207
124,0.1717833061077992,0.1735036164488432
125,0.13387378596735697,0.13468226830573982
126,0.2028524462853456,0.20570562780032198
127,0.06338457227421646,0.06346966218688668
128,0.1267605178998391,0.12744607859122775
129,0.23723948786520094,0.24184692601781382
130,0.14203873546780682,0.14300567818915796
131,0.1267089796272263,0.1273936990137236
132,0.1274376243454245,0.12813430275768803
133,0.08202273638761909,0.08220742473794726
134,0.07661319544968956,0.07676362137224052
135,-0.05687812234508041,-0.05693957754383607
136,0.18389522651482698,0.18601128740429096
137,0.1716615146785129,0.1733781244373816
138,0.11128821932565823,0.11175110129926102
139,0.0047169226404906945,0.004716957623793086
140,0.0899085303573796,0.09015197202417359
141,0.2293344098997362,0.2334868137727108
142,0.039508800231060806,0.039529376530874884
143,0.18899772333019504,0.19129756028138956
144,0.16498464827052112,0.16650653923808406
145,0.37317139720415865,0.3921025447874726
146,0.14957963790255213,0.15071042569671594
147,0.25986947350908013,0.2659684221663105
148,0.17194557038641323,0.17367081946783633
149,0.18862130549077108,0.19090722744874805
150,0.09253312103484851,0.09279858739101468
151,0.011541360528753025,0.011541873017672505
152,0.14760750034055745,0.1486937593303149
153,0.018280365777161516,0.018282402446282802
154,0.14660733285359245,0.14767146877782025
155,0.09927506683184664,0.09960314549073741
156,0.06480476266670371,0.06489571121266477
157,0.016438789418086148,0.01644027043038907
158,0.14937609332730772,0.15050222925596693
159,0.09992809494941154,0.10026271689424478
160,0.23488363902959916,0.23935204855532133
161,-0.055612588442008046,-0.05567002719586056
162,0.23349023379881864,0.23787778947133634
163,0.24120875609621695,0.24605714424767053
164,0.010951504808616617,0.010951942664705843
165,0.09674113845338783,0.09704463973756874
166,0.14921887298501868,0.1503414246200357
167,0.13565594503199888,0.13649739340604897
168,0.2147565099948617,0.2181525421786356
169,-0.005950758003092498,-0.005950828246381914
170,0.23765674255423697,0.24228911186355856
171,0.22059821474234112,0.2242848370234347
172,0.12194022764983722,0.12255007122936556
173,0.2013938426905589,0.20418489628104894
174,0.10515507200173356,0.10554525115118514
175,0.021929349690837378,0.021932865953746414
176,0.22145325987470785,0.22518379863287383
177,0.007374659882152802,0.0073747935783036065
178,-0.025802553758773918,-0.025808282251321556
179,0.04940149146286872,0.04944173864794056
180,-0.05841396198493677,-0.058480538204887376
181,0.23891399324694174,0.24362204670308185
182,0.12333934766748757,0.1239705563238366
183,0.16172158219029764,0.1631540101657125
184,0.06596364392570261,0.06605956820223655
185,0.2209981533270437,0.22470527262316858
186,0.14526894234674226,0.1463039527752868
187,0.1035834442565097,0.10395631487371634
188,0.04630221576303325,0.046335347424442265
189,0.07907437747123928,0.07923980952033102
190,-0.06636388040197427,-0.06646156448033202
191,0.057182433441841325,0.05724488163005177
192,0.14891593583085394,0.15003160288633008
193,-0.04331453055159313,-0.043341649250031596
194,0.19641364090580926,0.19899953513319005
195,0.14042272955911483,0.14135678282799433
196,0.03543964941581869,0.0354544976375015
197,0.17346632523571107,0.17523832931238142
198,-0.0033785880043921833,-0.0033786008598464313
199,0.011900860198330617,0.01190142208756793
200,0.08555691173018302,0.08576659185770501
201,0.1787703056081011,0.18071210797134368
202,0.13750849805942578,0.13838516279210972
203,0.06611558928069708,0.0662121791290287
204,0.03936158371385392,0.039381930715345195
205,-0.010177811989197236,-0.010178163443618595
206,0.19069114448214738,0.1930542962782898
207,0.1857971718785888,0.18798051836008073
208,0.14751252245714716,0.14859666737067437
209,-0.024202767537990888,-0.024207494983263723
210,0.21364587068476365,0.21698849367801848
211,0.016237972805424744,0.01623940019620977
212,0.15191333033019913,0.15309838448429994
213,0.2208754894776147,0.2245763139012577
214,0.11465090592019324,0.11515726109656063
215,0.14448540200914367,0.1455036137615219
216,0.0376795802747053,0.037697427351246336
217,0.08217885845099687,0.08236460629034142
218,0.07341081502927604,0.07354311700027963
219,0.0867372090905167,0.08695571421299661
220,0.0789692697304971,0.07913404131536905
221,0.06472592123849728,0.06481653768714331
222,0.1842511758438931,0.1863797203297501
223,-0.04783993027249991,-0.0478764768991519
224,0.19165644572693502,0.19405621516289817
225,0.24184816643898782,0.24673616603252171
226,0.13955145994842325,0.14046809814794808
227,0.14087258740536665,0.14181571925461806
228,0.11117360802805572,0.11163505423050127
229,0.2563097518431514,0.2621546596563156
230,0.11683899698189179,0.11737506477144835
231,0.2833556151963839,0.2913268799775583
232,0.039904492658370136,0.039925693804244405
233,-0.03726582165992786,-0.037283086912305474
234,0.31000317677036643,0.3205489238210605
235,0.10100637417105737,0.10135199099382977
236,0.13107951980634536,0.13183808455631746
237,0.21234741313697855,0.21562832851529964
238,-0.029352116146608213,-0.0293605499131741
239,0.25620564478288327,0.26204323560011045
240,0.09704735865582131,0.09735376213673286
241,0.10633952158423737,0.10674309576642856
242,0.19475528814088586,0.19727522124342284
243,0.12938033940272056,0.13010958870442066
244,0.2278606794032642,0.23193182408967164
245,0.20743359776109077,0.21048805097848272
246,0.13839044223170813,0.13928421606153557
247,0.13077623620503112,0.1315295113569817
248,0.13056746858284063,0.13131711707332255
249,0.1266260818617681,0.1273094494930173
250,0.0436735948952123,0.043701394139000246
251,0.012906778169457456,0.01290749493264794
252,0.041215338774986086,0.04123870014572527
253,0.25742900274565605,0.26335297801372093
254,0.28013899286277594,0.28783289573039467
255,0.1732875267211226,0.17505398962771285
256,0.15728065226195914,0.15859714248923354
257,0.1260168399215585,0.12669032814402872
258,0.10251613734523887,0.10287755219494366
259,0.08622594566972795,0.0864405981953846
260,0.2394167821499559,0.24415534004320075
261,0.22543271410000001,0.2293723819783901
262,0.10788539749957553,0.1083069138156536
263,0.028193386978707158,0.0282008605416186
264,0.024653781653914724,0.02465877840599593
265,0.10339858903208064,0.10376945834230841
266,0.11076739313029565,0.11122377464407862
267,0.03432484827878525,0.03433833827364653
268,0.122751270913684,0.12337343910867263
269,0.19419797742098202,0.19669600383134894
270,0.02534626246380122,0.02535169231559884
271,0.009617467121714265,0.00961776366287238
272,0.04534177843290328,0.045372889189056895
273,0.012147644325342965,0.0121482419016946
274,-0.1496085897275305,-0.15074004024793666
275,0.12483884900305245,0.12549350853971952
276,0.012553790501038782,0.012554450046057614
277,0.1713230409679969,0.17302939472119988
278,0.05497683310104898,0.05503232204645085
279,0.14987319855880996,0.15101071831534754
280,0.19740405095691363,0.20002989554271475
281,0.11555769719548646,0.1160762278286572
282,-0.021117761057159082,-0.021120901121799096
283,0.14533274090678475,0.14636912732219354
284,0.06736545606667295,0.0674676382697104
285,0.23446970947044923,0.2389139939449442
286,0.18660908536268064,0.18882159331574283
287,0.10921588233303998,0.10965326321724152
288,-0.032695424896381296,-0.03270708274414645
289,0.043655029403154244,0.04368279318287664
290,0.16610968056566652,0.16766327295552327
