draw,r,mean_fisher_z
0,0.1917885801462969,0.1941933918578688
1,0.06471708517423973,0.06480766445403932
2,0.2202471024697659,0.22391579438593218
3,0.06800728817697126,0.06811242445497698
4,0.16575958803375962,0.16730326793217898
5,0.11489780121011504,0.11540745219322575
6,-0.020606975242767573,-0.020609892885868515
7,0.25124103414974797,0.256737020653364
8,0.16838190532276703,0.1700008845304437
9,0.11325056084503224,0.11373849340571691
10,-0.0004496760437526222,-0.000449676074062072
11,0.07734058211372899,0.07749534384796727
12,0.14958319099141357,0.1507140601039846
13,-0.04107991908994178,-0.04110305078883382
14,0.1403137998881044,0.14124566374991882
15,0.16953078247454442,0.1711835216787265
16,0.31132660567502796,0.3220137249008987
17,0.05575285232700765,0.05581072733105756
18,0.05110608367420048,0.0511506470282402
19,0.13173942116823614,0.13250958165769333
20,0.21273646300798316,0.21603578485588412
21,0.2614439684111312,0.2676576896025499
22,0.1113018678506536,0.11176492100321822
23,0.08529698486908002,0.08550475416553271
24,0.048861891082618215,0.048900832548717466
25,0.23790109768453,0.2425481104696884
26,0.13941937031944315,0.14033338756527272
27,0.15989645881883965,0.16128043646281678
28,0.07823278815005201,0.07839298134185405
29,0.07198555589345793,0.07211028506246883
30,0.15702154580248417,0.15833147497897535
31,0.13910827945703894,0.14001614394636547
32,0.12492426498552109,0.12558027772264402
33,0.16261108878539682,0.164067540782977
34,0.13361639516344628,0.1344201895003217
35,0.2222546015001381,0.22602662344768715
36,0.20700180678234217,0.21003688739906418
37,0.17140720143105084,0.17311610141344885
38,0.12287008883128646,0.1234940765359703
39,0.13109595807877356,0.1318548102428651
40,0.12207352242088988,0.1226853801658293
41,0.197768047881172,0.20040868032319642
42,0.1451997996652208,0.1462333202400789
43,0.1891010636760021,0.1914047308690853
44,0.1700748797290624,0.17174377266624288
45,0.1873269954200704,0.18956550848819942
46,-0.019773373446237384,-0.019775951090315762
47,0.1893462553905762,0.19165902783901217
48,0.11460081581377113,0.11510650408934395
49,0.0220946597507743,0.02209825615030005
50,0.05755198833647248,0.05761565674871906
51,0.16788499706684806,0.1694895205884161
52,0.15831931701668728,0.15966233144407666
53,-0.005204432670539861,-0.005204479660598477
54,0.08170818576159217,0.08189075178174296
55,0.09448550668435099,0.09476819592910467
56,0.0590314150540068,0.05910012785846599
57,0.24105686109701313,0.24589587207238722
58,0.24380710233723737,0.24881784978719282
59,0.28132992361244086,0.28912571624346123
60,0.11065203174707446,0.11110698177248982
61,0.21477676920774214,0.21817378102723853
62,0.2002519342841412,0.2029949993808744
63,0.03364783004551143,0.033660537105721526
64,0.20203071701757186,0.20484878274300283
65,0.16156092558957305,0.16298904332839792
66,0.024298141368090307,0.02430292493431463
67,0.2315908222436948,0.2358697946599207
68,-0.004079493703536237,-0.004079516334439248
69,0.12570923518186938,0.1263777720429212
70,0.09920357275414646,0.09953094030437241
71,0.2510077538990564,0.2564880387399871
72,0.16488488650788072,0.16640398771736323
73,0.3857226163149451,0.4067652180501563
74,0.004980072221117186,0.0049801133921849785
75,0.13158272165223847,0.1323501178947861
76,0.18553541957059666,0.18770942078182182
77,0.1201982883815253,0.1207822187203808
78,0.21691942781054208,0.2204211463089913
79,0.25654349510333324,0.26240485437490957
80,0.11870422162264786,0.11926652482986448
81,0.1736546358853491,0.17543248867172428
82,0.18909306728693684,0.1913964379440946
83,0.0006235106077518075,0.0006235106885516262
84,0.1813092839018143,0.1833361442349169
85,0.22432657840372455,0.22820732838113322
86,0.24275608023739204,0.24770070851024412
87,0.16791076563565413,0.16951603663663
88,0.018296282835948415,0.01829832483051535
89,0.3016484684832672,0.3113320950147613
90,0.18756674702110002,0.1898139908486935
91,-0.049442313219185935,-0.04948266035653652
92,0.1353314060621504,0.13616678494572337
93,0.07862024548569355,0.07878283657228731
94,-0.0023656613166403453,-0.002365665729680799
95,0.12758249202265165,0.12828156474051597
96,0.12970354780382462,0.1304383134768412
97,-0.009273874504573742,-0.009274140384041608
98,0.21626686175678508,0.21973645980884154
99,0.17690576608522599,0.17878667331470796
100,0.13067171474384606,0.1314231727001455
101,0.12751161858371024,0.1282095192473534
102,0.1262148159227689,0.12689150388677514
103,0.02470540821711629,0.02471043643320451
104,0.17497636189141189,0.17679563532981396
105,0.10459415916482785,0.10497810038613938
106,0.37694750800994115,0.3964968027067113
107,0.16753824662076522,0.16913273475612783
108,0.11185985813430474,0.1123299460271006
109,0.04455008163904254,0.04457958978023326
110,0.01476240165681034,0.014763474179750153
111,0.09073879418038917,0.0909890652077165
112,0.09157892566944109,0.09183623669054772
113,0.038840079096363035,0.03885962754968332
114,0.16254950770162424,0.16400428777327772
115,0.17298573708943188,0.17474287389697168
